Month,Assets Under Management,Net Profit Margin,Customer Churn,Cost Per Acquisition,Stocks,Bonds,Real Estate,Mutual Funds,Monthly Inflow,Monthly Outflow,Customer Age,Customer Age Group,Customer Feedback
12-11-2023,8215047,19.5715832,3.190711889,980,335003,84311,419380,243257,261206,241713,64,61+,Excellent
13-11-2023,7495079,14.27593227,5.135790457,938,137789,67175,494629,96096,496482,251800,58,46-60,Good
14-11-2023,7519483,10.70427873,9.161295445,851,154766,271620,483937,359615,499624,392231,67,61+,Neutral
15-11-2023,3088404,15.36989041,8.848168803,369,68184,268162,205938,368148,376986,294986,24,18-30,Neutral
16-11-2023,7134278,14.89189095,7.467398336,397,339990,105195,126719,221651,356645,281764,47,46-60,Excellent
17-11-2023,4570258,5.207714533,1.217011236,710,276829,78090,242057,322631,242208,306941,61,61+,Poor
18-11-2023,3043230,12.00993945,4.072502812,831,354915,357780,388449,388069,496713,266505,62,61+,Poor
19-11-2023,4608483,16.14355404,7.141135838,943,136995,482082,192003,275993,423559,287459,23,18-30,Excellent
20-11-2023,4337372,12.48562187,2.161260072,715,307033,410392,199149,241700,383484,136561,26,18-30,Poor
21-11-2023,6800005,16.69431704,8.20979065,531,458714,417896,285263,491349,207362,347508,57,46-60,Poor
22-11-2023,6383537,11.76325545,9.23116312,988,119798,286587,497012,146925,457474,419152,30,18-30,Poor
23-11-2023,1878193,19.74982396,4.18694002,507,345058,497150,75895,163500,168070,295138,55,46-60,Good
24-11-2023,5098683,9.393373838,7.352587557,164,234052,123334,249429,264602,156725,104053,19,18-30,Poor
25-11-2023,2123614,6.381839122,2.333837194,756,442106,423100,364958,59610,147018,299171,18,18-30,Good
26-11-2023,8622663,11.45017702,7.217348042,137,357644,103111,147272,365695,222907,287517,62,61+,Poor
27-11-2023,6602823,13.12563537,1.193098711,127,215957,136284,130290,63869,398129,185128,67,61+,Good
28-11-2023,5664965,10.23640598,2.356943561,388,350359,313860,360937,266474,315327,118966,40,31-45,Good
29-11-2023,9548892,8.634217402,7.388933019,978,376464,348548,244920,138466,284900,368214,55,46-60,Neutral
30-11-2023,6978151,15.08088037,7.406652006,336,159159,225396,131754,290475,422485,277715,51,46-60,Good
01-12-2023,6157772,10.6568765,6.770464353,225,79924,123406,356333,492170,286619,189573,52,46-60,Excellent
02-12-2023,7680276,14.47052794,5.296276219,483,236171,237585,366490,255179,189249,314362,45,31-45,Excellent
03-12-2023,1777331,16.68607173,7.074172821,425,113113,391362,313539,72979,277054,312810,52,46-60,Excellent
04-12-2023,1066856,16.41503942,7.964207185,184,312462,465271,233191,61492,441856,186327,19,18-30,Neutral
05-12-2023,9763770,10.62963966,9.698334931,848,258769,226205,53961,427525,119075,230271,28,18-30,Good
06-12-2023,8855785,13.51847343,8.997769284,345,127859,254988,85382,373064,483373,381973,40,31-45,Neutral
07-12-2023,2392243,11.74487337,8.150807823,487,448965,383406,294429,276898,250798,403269,56,46-60,Good
08-12-2023,9950081,18.06207879,7.25281765,986,148558,319701,400934,162784,363699,185111,36,31-45,Poor
09-12-2023,3297459,18.1813772,6.167399909,365,190600,147304,330072,144257,488706,447421,28,18-30,Good
10-12-2023,6685980,10.15612374,2.08547941,860,71441,178301,284601,278451,168625,80169,44,31-45,Neutral
11-12-2023,4603270,6.376061718,2.490011579,903,189598,85486,324237,335553,435258,436087,53,46-60,Poor
12-12-2023,9172879,7.51373725,8.382516046,304,290659,363701,261310,428587,484800,434552,34,31-45,Good
13-12-2023,5517454,10.50502613,8.22981621,327,480377,90655,226529,253641,259039,127313,34,31-45,Poor
14-12-2023,1285083,13.46374932,6.530130334,339,51044,438189,141892,205149,345912,420879,34,31-45,Neutral
15-12-2023,5536186,14.85180516,4.949561194,172,390445,139638,189058,110428,216292,140131,30,18-30,Excellent
16-12-2023,7648356,9.970565694,1.234293848,770,461391,113823,338870,76455,123185,291084,27,18-30,Neutral
17-12-2023,4888386,15.01248679,3.944592483,487,229959,425971,294036,470601,271564,187127,31,31-45,Excellent
18-12-2023,1467548,19.06609976,4.785756918,477,494887,255702,128196,444063,491021,252836,60,46-60,Neutral
19-12-2023,6155172,14.78021191,5.372346576,311,50961,418980,234657,126699,274099,241971,32,31-45,Excellent
20-12-2023,6778842,7.378478442,9.363921387,747,417964,134801,384714,103213,134594,298007,29,18-30,Neutral
21-12-2023,8732271,13.69503369,1.978384598,894,233038,335238,114619,165883,485270,389884,22,18-30,Poor
22-12-2023,2812013,13.12843275,5.669802278,775,329117,179095,289013,452920,318501,276562,47,46-60,Excellent
23-12-2023,9510833,18.06050166,4.311300673,748,264980,456569,456796,225934,117754,234353,33,31-45,Neutral
24-12-2023,7274142,10.25454583,9.910883073,270,355537,373994,158464,301238,406651,192339,38,31-45,Excellent
25-12-2023,9588839,11.34418415,8.756776147,251,151293,489169,444420,343993,301930,148570,50,46-60,Excellent
26-12-2023,4545474,13.97988583,4.949072688,776,350577,261781,74331,384012,383656,386191,56,46-60,Good
27-12-2023,3965107,12.86637968,9.997260484,908,382221,476627,303079,434986,236883,199168,69,61+,Excellent
28-12-2023,1839737,15.78524889,5.626569218,203,473894,164708,184655,448864,396603,152666,60,46-60,Poor
29-12-2023,1150025,5.605834864,2.504060169,321,68344,323408,262864,343937,270514,182173,55,46-60,Neutral
30-12-2023,1690943,13.45274029,6.002872226,381,226226,476661,356243,135240,257798,397395,52,46-60,Neutral
31-12-2023,3317116,6.825078395,3.035851892,487,452062,197003,438998,134377,426901,342935,26,18-30,Neutral
